,d
4774,-32535.5
4775,-28076.5
4776,-25002.5
4777,-23899.5
4778,-23198.0
4779,-22701.5
4780,-22468.5
4781,-22917.0
4782,-27086.5
4783,-33046.5
4784,-36211.0
4785,-37529.5
4786,-37954.5
4787,-38373.5
4788,-38668.0
4789,-38275.0
4790,-37880.5
4791,-37677.5
4792,-38817.0
4793,-38927.5
4794,-37849.0
4795,-36485.5
4796,-34987.0
4797,-34445.5
4798,-32324.5
4799,-28183.0
4800,-25018.5
4801,-23954.5
4802,-23143.0
4803,-22667.5
4804,-22589.5
4805,-23042.5
4806,-27381.0
4807,-33282.5
4808,-36445.5
4809,-37864.0
4810,-38330.5
4811,-38801.0
4812,-38832.5
4813,-38236.5
4814,-37853.0
4815,-37873.0
4816,-38832.0
4817,-38876.5
4818,-37864.5
4819,-36715.0
4820,-35375.0
4821,-35002.5
4822,-32764.0
4823,-28667.0
4824,-25654.0
4825,-24650.5
4826,-23871.0
4827,-23412.5
4828,-23221.0
4829,-23487.5
4830,-27648.5
4831,-33473.0
4832,-36796.0
4833,-38056.5
4834,-38465.0
4835,-38830.0
4836,-38833.5
4837,-37991.5
4838,-37190.0
4839,-36813.5
4840,-37189.0
4841,-37252.5
4842,-36195.5
4843,-34935.5
4844,-33562.5
4845,-33128.5
4846,-31555.5
4847,-28058.5
4848,-25163.5
4849,-24019.0
4850,-22988.0
4851,-22373.0
4852,-21849.0
4853,-21381.0
4854,-23284.0
4855,-26468.5
4856,-30225.5
4857,-32578.5
4858,-33064.0
4859,-32913.5
4860,-32519.5
4861,-31599.5
4862,-30694.5
4863,-30296.5
4864,-30855.5
4865,-31797.5
4866,-31462.5
4867,-30752.0
4868,-29886.0
4869,-30278.5
4870,-29271.5
4871,-26249.5
4872,-23684.0
4873,-22385.0
4874,-21493.0
4875,-20869.5
4876,-20472.5
4877,-19613.5
4878,-20524.0
4879,-22556.0
4880,-25580.0
4881,-28512.0
4882,-30117.5
4883,-30774.5
4884,-30923.0
4885,-30035.0
4886,-29147.5
4887,-28932.0
4888,-29452.0
4889,-30196.5
4890,-30105.5
4891,-29935.0
4892,-29582.5
4893,-30158.5
4894,-28967.0
4895,-25287.0
4896,-22520.5
4897,-21791.0
4898,-21304.0
4899,-21038.5
4900,-20995.0
4901,-21448.5
4902,-25510.0
4903,-30876.0
4904,-34869.5
4905,-36796.5
4906,-37224.0
4907,-37464.0
4908,-37514.5
4909,-37171.5
4910,-36879.0
4911,-36990.0
4912,-37493.5
4913,-37709.0
4914,-36681.0
4915,-35471.0
4916,-34186.0
4917,-34330.0
4918,-32456.5
4919,-28341.0
4920,-25222.5
4921,-24175.5
4922,-23407.0
4923,-23058.5
4924,-22940.5
4925,-23148.0
4926,-26990.0
4927,-32239.0
4928,-36180.5
4929,-37930.5
4930,-38437.5
4931,-38751.5
4932,-38736.0
4933,-38277.5
4934,-37948.5
4935,-37849.0
4936,-38271.0
4937,-38228.0
4938,-37234.0
4939,-35783.0
4940,-34810.5
4941,-34893.0
4942,-33064.5
4943,-29004.0
4944,-25971.5
4945,-24703.0
4946,-23824.5
4947,-23424.0
4948,-23350.0
4949,-23516.5
4950,-27212.5
4951,-32459.5
4952,-36568.0
4953,-38319.0
4954,-38675.5
4955,-39106.5
4956,-39023.5
4957,-38630.5
4958,-38210.0
4959,-38214.0
4960,-38672.5
4961,-38579.0
4962,-37391.0
4963,-36053.5
4964,-34874.5
4965,-34880.0
4966,-33181.5
4967,-29112.0
4968,-25967.0
4969,-24792.0
4970,-23944.0
4971,-23510.5
4972,-23283.0
4973,-23545.0
4974,-27124.0
4975,-32221.0
4976,-36268.5
4977,-38065.5
4978,-38419.5
4979,-38697.0
4980,-38741.5
4981,-38353.5
4982,-38101.5
4983,-38042.5
4984,-38505.0
4985,-38481.5
4986,-37311.5
4987,-36075.5
4988,-34855.0
4989,-35029.0
4990,-32900.0
4991,-28952.5
4992,-25786.5
4993,-24463.0
4994,-23524.5
4995,-23126.0
4996,-22989.0
4997,-23275.0
4998,-26790.0
4999,-31870.5
5000,-35699.0
5001,-37557.5
5002,-37847.5
5003,-38073.0
5004,-37875.5
5005,-37130.0
5006,-36421.0
5007,-35793.0
5008,-35943.5
5009,-35975.5
5010,-35089.5
5011,-33987.0
5012,-32964.0
5013,-31785.5
5014,-30755.0
5015,-28397.5
5016,-26087.5
5017,-23985.5
5018,-22524.5
5019,-21715.5
5020,-21277.0
5021,-20941.0
5022,-22543.0
5023,-25434.5
5024,-28880.5
5025,-31168.5
5026,-32035.0
5027,-32201.5
5028,-31738.0
5029,-30852.0
5030,-29980.0
5031,-29575.0
5032,-30211.0
5033,-30980.0
5034,-30694.0
5035,-29981.0
5036,-29399.5
5037,-29929.0
5038,-28694.0
5039,-25891.0
5040,-22655.0
5041,-20928.5
5042,-19765.5
5043,-19054.5
5044,-19052.0
5045,-18042.5
5046,-19574.0
5047,-22366.5
5048,-25442.0
5049,-28172.0
5050,-30133.0
5051,-31128.5
5052,-31468.0
5053,-30823.5
5054,-29969.0
5055,-29685.5
5056,-30495.5
5057,-31208.0
5058,-30945.0
5059,-30414.5
5060,-30066.0
5061,-30872.5
5062,-29236.0
5063,-25596.0
5064,-22915.5
5065,-22001.5
5066,-21184.5
5067,-20850.5
5068,-20919.0
5069,-21454.5
5070,-25156.5
5071,-30216.0
5072,-34050.5
5073,-35935.0
5074,-36337.5
5075,-36788.0
5076,-36746.0
5077,-36208.0
5078,-35776.5
5079,-35601.0
5080,-36245.0
5081,-36631.5
5082,-35730.0
5083,-34514.5
5084,-33659.0
5085,-33801.5
5086,-31338.5
5087,-27213.5
5088,-24439.0
5089,-23395.5
5090,-22622.5
5091,-22193.5
5092,-22170.5
5093,-22776.5
5094,-26099.0
5095,-31326.5
5096,-35059.0
5097,-36944.5
5098,-37644.5
5099,-38051.0
5100,-38171.5
5101,-37711.5
5102,-37418.0
5103,-37255.5
5104,-37919.0
5105,-38270.0
5106,-37293.0
5107,-35913.0
5108,-34710.0
5109,-34606.5
5110,-31711.0
5111,-27284.5
5112,-24354.0
5113,-23314.0
5114,-22453.0
5115,-21941.0
5116,-21796.0
5117,-22219.5
5118,-25654.0
5119,-30744.0
5120,-34676.0
5121,-36619.5
5122,-37096.5
5123,-37649.5
5124,-37902.5
5125,-37490.0
5126,-36876.0
5127,-36426.0
5128,-37175.5
5129,-37572.5
5130,-36473.0
5131,-35459.5
5132,-34240.0
5133,-34332.5
5134,-31577.5
5135,-27491.0
5136,-24679.0
5137,-23654.5
5138,-22817.5
5139,-22476.5
5140,-22384.5
5141,-22730.0
5142,-26088.0
5143,-31175.0
5144,-35001.5
5145,-36810.0
5146,-37230.0
5147,-37522.0
5148,-37595.5
5149,-37239.5
5150,-36848.0
5151,-36772.5
5152,-37365.0
5153,-37602.0
5154,-36699.5
5155,-35308.5
5156,-34353.5
5157,-34601.5
5158,-31778.5
5159,-27722.0
5160,-24746.5
5161,-23548.5
5162,-22715.5
5163,-22313.5
5164,-22275.5
5165,-22687.0
5166,-26015.5
5167,-30964.0
5168,-35007.5
5169,-36868.5
5170,-37233.5
5171,-37571.5
5172,-37487.5
5173,-36760.0
5174,-36032.0
5175,-35553.5
5176,-35836.5
5177,-36026.5
5178,-35076.0
5179,-33696.0
5180,-32758.5
5181,-32875.0
5182,-30687.0
5183,-27186.0
5184,-24425.0
5185,-23081.0
5186,-21998.0
5187,-21488.5
5188,-21138.5
5189,-20995.0
5190,-22399.0
5191,-25638.5
5192,-29345.5
5193,-31937.5
5194,-32722.0
5195,-32851.5
5196,-32594.0
5197,-31810.0
5198,-31023.5
5199,-30679.0
5200,-31335.0
5201,-32230.5
5202,-32014.5
5203,-31212.0
5204,-30381.0
5205,-30708.0
5206,-29334.0
5207,-26467.5
5208,-23923.5
5209,-22669.5
5210,-21607.5
5211,-20941.5
5212,-20668.0
5213,-20108.0
5214,-20830.5
5215,-22968.0
5216,-26215.5
5217,-29167.0
5218,-31262.5
5219,-32470.0
5220,-32952.0
5221,-32296.5
5222,-31621.5
5223,-31329.5
5224,-31963.0
5225,-32858.0
5226,-32248.5
5227,-31623.0
5228,-31312.5
5229,-31876.0
5230,-29607.0
5231,-26022.0
5232,-23537.0
5233,-22602.0
5234,-21879.5
5235,-21594.5
5236,-21639.5
5237,-22277.0
5238,-25711.0
5239,-30850.5
5240,-35026.5
5241,-37012.5
5242,-37516.0
5243,-37994.5
5244,-38113.0
5245,-37522.5
5246,-37099.5
5247,-36926.5
5248,-37544.5
5249,-37911.0
5250,-36886.5
5251,-35819.0
5252,-34728.5
5253,-34704.5
5254,-31474.0
5255,-27357.5
5256,-24516.0
5257,-23521.5
5258,-22596.0
5259,-22243.5
5260,-22235.0
5261,-22755.5
5262,-26201.0
5263,-31309.5
5264,-35135.0
5265,-37109.5
5266,-37709.5
5267,-38258.5
5268,-38416.0
5269,-37857.0
5270,-37384.0
5271,-37442.5
5272,-37997.5
5273,-38272.5
5274,-37501.0
5275,-36328.5
5276,-35356.0
5277,-35129.0
5278,-32070.5
5279,-27929.0
5280,-25070.5
5281,-23933.0
5282,-23195.0
5283,-22928.5
5284,-22964.0
5285,-23534.5
5286,-26937.0
5287,-32087.0
5288,-36019.0
5289,-37729.0
5290,-38268.0
5291,-38544.0
5292,-38619.5
5293,-37989.0
5294,-37569.5
5295,-37519.5
5296,-38005.5
5297,-38059.5
5298,-36804.0
5299,-35468.5
5300,-34655.5
5301,-35085.5
5302,-32138.5
5303,-28056.5
5304,-25154.5
5305,-23895.0
5306,-23032.5
5307,-22677.5
5308,-22710.5
5309,-23219.5
5310,-26396.0
5311,-31461.5
5312,-35556.0
5313,-37328.0
5314,-37715.0
5315,-37794.0
5316,-37854.0
5317,-37400.0
5318,-37089.5
5319,-37013.0
5320,-37423.5
5321,-37481.5
5322,-36523.0
5323,-35399.0
5324,-34659.5
5325,-35137.0
5326,-32267.0
5327,-28274.5
5328,-25304.5
5329,-24048.0
5330,-23033.5
5331,-22663.5
5332,-22712.5
5333,-23254.0
5334,-26471.0
5335,-31500.0
5336,-35500.0
5337,-37260.0
5338,-37584.5
5339,-37860.0
5340,-37758.5
5341,-36982.5
5342,-36374.0
5343,-35992.0
5344,-36165.0
5345,-36146.0
5346,-35180.5
5347,-33866.5
5348,-32959.0
5349,-33395.0
5350,-31019.0
5351,-27474.5
5352,-24595.0
5353,-23366.0
5354,-22251.5
5355,-21773.0
5356,-21489.0
5357,-21334.0
5358,-22599.0
5359,-25772.5
5360,-29383.5
5361,-31799.5
5362,-32539.0
5363,-32416.0
5364,-31976.5
5365,-30963.0
5366,-30057.0
5367,-29650.0
5368,-30208.0
5369,-31144.5
5370,-30831.0
5371,-30021.0
5372,-30140.5
5373,-30580.0
5374,-28790.0
5375,-25927.0
5376,-23525.0
5377,-22384.0
5378,-21375.0
5379,-20875.0
5380,-20698.0
5381,-20403.5
5382,-20701.0
5383,-22804.5
5384,-25936.0
5385,-28871.5
5386,-30731.0
5387,-31732.0
5388,-32097.5
5389,-31342.5
5390,-30641.5
5391,-30647.5
5392,-31238.0
5393,-31815.0
5394,-31705.0
5395,-31401.5
5396,-31674.0
5397,-31342.5
5398,-29502.5
5399,-27324.5
5400,-24926.5
5401,-23096.0
5402,-22052.5
5403,-21709.0
5404,-21781.0
5405,-22564.0
5406,-25879.0
5407,-31179.5
5408,-35103.0
5409,-37104.5
5410,-37875.5
5411,-38351.0
5412,-39005.0
5413,-38863.5
5414,-38622.0
5415,-37524.5
5416,-37985.0
5417,-38354.5
5418,-37521.0
5419,-36298.0
5420,-35750.5
5421,-35242.0
5422,-31968.5
5423,-28013.5
5424,-25586.0
5425,-24425.5
5426,-23267.0
5427,-22933.5
5428,-23005.0
5429,-23702.5
5430,-26940.0
5431,-32171.0
5432,-36006.0
5433,-37803.0
5434,-38161.0
5435,-38565.5
5436,-38599.5
5437,-38095.5
5438,-37752.5
5439,-37721.0
5440,-38259.0
5441,-38358.5
5442,-37205.0
5443,-35745.5
5444,-35544.5
5445,-35614.5
5446,-32317.5
5447,-28183.0
5448,-25229.0
5449,-24102.0
5450,-23287.5
5451,-23026.5
5452,-22875.0
5453,-23418.0
5454,-26758.5
5455,-31919.0
5456,-35832.0
5457,-37744.0
5458,-38281.5
5459,-38931.5
5460,-38973.0
5461,-38632.0
5462,-38234.0
5463,-37953.5
5464,-38817.0
5465,-38775.0
5466,-37488.5
5467,-35932.0
5468,-35579.0
5469,-35168.5
5470,-31582.0
5471,-27443.5
5472,-24577.5
5473,-23432.0
5474,-22634.5
5475,-22407.0
5476,-22426.0
5477,-23259.5
5478,-26519.0
5479,-31726.0
5480,-35504.5
5481,-37274.0
5482,-37562.5
5483,-37940.0
5484,-38122.5
5485,-37560.5
5486,-37174.0
5487,-37157.0
5488,-37705.0
5489,-37989.5
5490,-37295.0
5491,-36409.0
5492,-36261.5
5493,-35397.5
5494,-31887.5
5495,-27974.0
5496,-25074.5
5497,-23920.0
5498,-23051.0
5499,-22683.5
5500,-22397.0
5501,-23311.5
5502,-26437.5
5503,-31551.5
5504,-35521.0
5505,-37793.5
5506,-38245.5
5507,-38526.5
5508,-38605.5
5509,-37942.5
5510,-37312.0
5511,-37001.5
5512,-37302.0
5513,-37263.5
5514,-36413.0
5515,-35274.5
5516,-34832.0
5517,-34031.0
5518,-31258.0
5519,-27872.5
5520,-25152.5
5521,-23615.5
5522,-22626.5
5523,-22396.0
5524,-22141.5
5525,-22225.0
5526,-23249.0
5527,-26519.0
5528,-30426.0
5529,-33229.0
5530,-34006.0
5531,-33976.0
5532,-33543.0
5533,-32581.0
5534,-31579.5
5535,-31367.5
5536,-31888.0
5537,-32681.5
5538,-32421.0
5539,-31722.5
5540,-32029.0
5541,-32433.5
5542,-30461.5
5543,-27393.5
5544,-24840.5
5545,-23584.0
5546,-22495.0
5547,-21960.5
5548,-21623.0
5549,-21441.5
5550,-21760.5
5551,-23990.5
5552,-27327.5
5553,-30362.0
5554,-32262.0
5555,-33189.0
5556,-33561.5
5557,-32872.5
5558,-32070.5
5559,-31913.0
5560,-32475.5
5561,-32882.0
5562,-32551.0
5563,-31943.5
5564,-32719.0
5565,-32935.0
5566,-30305.0
5567,-26757.5
5568,-24163.5
5569,-23192.0
5570,-22507.0
5571,-22194.5
5572,-22311.0
5573,-23379.0
5574,-26937.0
5575,-32192.5
5576,-36387.0
5577,-38407.5
5578,-38870.0
5579,-39117.5
5580,-39109.5
5581,-38546.5
5582,-38065.0
5583,-38052.0
5584,-38521.5
5585,-38634.0
5586,-37658.0
5587,-36428.5
5588,-36525.0
5589,-36120.0
5590,-32661.0
5591,-28483.0
5592,-25435.5
5593,-24367.0
5594,-23583.5
5595,-23143.5
5596,-23194.5
5597,-24346.5
5598,-27515.0
5599,-32642.0
5600,-36583.0
5601,-38393.0
5602,-38850.0
5603,-39018.0
5604,-39143.0
5605,-38607.0
5606,-38148.5
5607,-37926.5
5608,-38598.0
5609,-38682.5
5610,-37640.5
5611,-36431.0
5612,-36426.0
5613,-35625.0
5614,-32057.0
5615,-27755.5
5616,-24868.0
5617,-23707.5
5618,-22785.5
5619,-22389.0
5620,-22437.5
5621,-23463.5
5622,-26618.5
5623,-31683.5
5624,-35353.5
5625,-36981.0
5626,-37153.5
5627,-37377.0
5628,-37361.0
5629,-36754.0
5630,-36578.5
5631,-36619.0
5632,-37315.0
5633,-37409.5
5634,-36534.5
5635,-35528.5
5636,-36028.5
5637,-35209.5
5638,-31936.5
5639,-27674.5
5640,-24894.5
5641,-23691.5
5642,-22811.5
5643,-22691.5
5644,-22911.0
5645,-24232.0
5646,-27396.0
5647,-32536.5
5648,-36256.0
5649,-37449.0
5650,-37807.0
5651,-38245.0
5652,-38464.0
5653,-38300.5
5654,-37811.0
5655,-37797.0
5656,-38330.5
5657,-38595.0
5658,-37800.5
5659,-36720.5
5660,-37141.5
5661,-35882.5
5662,-32124.0
5663,-28267.5
5664,-25354.0
5665,-24213.0
5666,-23531.0
5667,-23168.0
5668,-23096.5
5669,-24184.5
5670,-27218.0
5671,-32182.5
5672,-35972.0
5673,-37708.5
5674,-38167.0
5675,-38215.5
5676,-38133.0
5677,-37462.0
5678,-36797.5
5679,-36623.0
5680,-37014.5
5681,-37440.0
5682,-36771.0
5683,-35724.0
5684,-35490.0
5685,-33721.5
5686,-30695.5
5687,-27371.0
5688,-24722.0
5689,-23470.0
5690,-22589.5
5691,-22025.5
5692,-21831.0
5693,-22166.0
5694,-23140.5
5695,-26216.5
5696,-29967.0
5697,-32357.5
5698,-33204.0
5699,-33301.0
5700,-32952.0
5701,-32086.5
5702,-31193.5
5703,-31026.5
5704,-31775.0
5705,-32884.0
5706,-32670.5
5707,-32208.0
5708,-32455.0
5709,-31365.0
5710,-28889.5
5711,-25727.5
5712,-23314.0
5713,-22005.0
5714,-21106.5
5715,-20570.5
5716,-20322.5
5717,-20420.5
5718,-20730.0
5719,-22872.5
5720,-26008.5
5721,-28868.0
5722,-30706.5
5723,-31619.0
5724,-31838.5
5725,-31087.5
5726,-30446.5
5727,-30301.5
5728,-30812.5
5729,-31366.0
5730,-31217.0
5731,-30729.0
5732,-32063.0
5733,-31000.0
5734,-28500.5
5735,-25182.5
5736,-22841.5
5737,-21756.0
5738,-20830.5
5739,-20340.0
5740,-20226.5
5741,-20590.5
5742,-21596.0
5743,-24339.0
5744,-27445.0
5745,-30046.5
5746,-31715.0
5747,-32539.0
5748,-32713.0
5749,-32027.5
5750,-31623.0
5751,-31596.0
5752,-32878.5
5753,-34322.5
5754,-34163.0
5755,-33780.5
5756,-34102.5
5757,-32265.0
5758,-29200.5
5759,-25506.0
5760,-23080.5
5761,-22224.5
5762,-21717.5
5763,-21453.0
5764,-21686.5
5765,-22904.5
5766,-26379.5
5767,-31786.0
5768,-35739.5
5769,-37339.5
5770,-37476.5
5771,-37751.5
5772,-37644.0
5773,-37251.5
5774,-36919.0
5775,-36982.0
5776,-37580.0
5777,-38014.0
5778,-37041.0
5779,-36204.0
5780,-37220.0
5781,-35587.0
5782,-31951.5
5783,-27752.0
5784,-24823.0
5785,-23590.0
5786,-22818.5
5787,-22495.0
5788,-22627.0
5789,-23744.0
5790,-27037.0
5791,-32444.0
5792,-36540.0
5793,-38664.0
5794,-39146.0
5795,-39591.5
5796,-39540.5
5797,-39063.0
5798,-38573.5
5799,-38259.0
5800,-38860.0
5801,-38853.5
5802,-37591.5
5803,-36897.0
5804,-37710.5
5805,-35715.0
5806,-31898.0
5807,-28060.0
5808,-25309.5
5809,-24110.0
5810,-23320.5
5811,-22885.0
5812,-22931.0
5813,-24025.0
5814,-27379.0
5815,-32555.5
5816,-36267.5
5817,-37986.5
5818,-38163.5
5819,-38463.5
5820,-38392.5
5821,-37845.0
5822,-37173.5
5823,-36949.0
5824,-37516.0
5825,-37811.5
5826,-37329.5
5827,-36659.5
5828,-37671.5
5829,-35957.5
5830,-32151.5
5831,-28049.5
5832,-25052.5
5833,-24025.5
5834,-23252.0
5835,-22856.0
5836,-22997.5
5837,-24298.0
5838,-27456.5
5839,-32636.5
5840,-36334.5
5841,-37832.5
5842,-37837.0
5843,-37905.0
5844,-37788.0
5845,-37019.5
5846,-36280.5
5847,-36015.0
5848,-36623.5
5849,-37264.5
5850,-37023.5
5851,-36862.5
5852,-37117.0
5853,-34462.0
5854,-31083.5
5855,-27445.5
5856,-24685.5
5857,-23487.5
5858,-22579.0
5859,-21835.0
5860,-21693.5
5861,-22111.5
5862,-23441.0
5863,-26391.5
5864,-30135.0
5865,-32826.0
5866,-33184.5
5867,-33152.0
5868,-32785.0
5869,-31746.5
5870,-30784.0
5871,-30280.5
5872,-30849.5
5873,-31993.5
5874,-32137.5
5875,-31932.5
5876,-32979.0
5877,-31467.0
5878,-28989.5
5879,-26006.5
5880,-23541.0
5881,-22435.0
5882,-21431.0
5883,-20957.0
5884,-20730.0
5885,-20986.5
5886,-21567.0
5887,-23589.0
5888,-26927.0
5889,-30041.5
5890,-31970.0
5891,-33061.0
5892,-33621.0
5893,-32918.0
5894,-32259.5
5895,-32113.5
5896,-32850.5
5897,-33665.5
5898,-33528.5
5899,-33272.5
5900,-34865.5
5901,-33042.5
5902,-29946.0
5903,-26124.0
5904,-23479.0
5905,-22691.0
5906,-21934.5
5907,-21668.5
5908,-21848.0
5909,-23249.5
5910,-26984.0
5911,-32655.0
5912,-36400.5
5913,-38075.0
5914,-38288.0
5915,-38439.0
5916,-38527.5
5917,-38135.0
5918,-37809.5
5919,-37839.0
5920,-38565.0
5921,-38927.5
5922,-38055.0
5923,-37632.5
5924,-38883.0
5925,-36090.5
5926,-31920.0
5927,-27634.5
5928,-24737.0
5929,-23752.5
5930,-23052.0
5931,-22612.0
5932,-22703.5
5933,-24054.0
5934,-28056.5
5935,-33704.0
5936,-36886.5
5937,-38280.0
5938,-38644.5
5939,-38853.0
5940,-38993.5
5941,-38612.0
5942,-38397.0
5943,-38444.5
5944,-39280.0
5945,-39508.5
5946,-38551.0
5947,-38112.5
5948,-38936.5
5949,-36135.0
5950,-32085.5
5951,-27625.0
5952,-24785.0
5953,-23778.5
5954,-22991.5
5955,-22583.5
5956,-22732.0
5957,-24120.0
5958,-28166.0
5959,-34196.5
5960,-36891.0
5961,-37922.5
5962,-37774.0
5963,-38134.0
5964,-38105.5
5965,-37594.5
5966,-37276.5
5967,-37195.0
5968,-38433.0
5969,-38683.5
5970,-37787.0
5971,-37577.0
5972,-39149.0
5973,-36329.5
5974,-32335.0
5975,-28109.5
5976,-25159.0
5977,-24266.0
5978,-23493.5
5979,-23118.0
5980,-23104.0
5981,-24376.5
5982,-28473.0
5983,-34200.0
5984,-36561.5
5985,-37333.0
5986,-37368.5
5987,-37384.0
5988,-37113.5
5989,-36756.0
5990,-36424.0
5991,-36477.0
5992,-37681.0
5993,-38149.5
5994,-37409.0
5995,-37220.0
5996,-38441.5
5997,-35575.5
5998,-31572.5
5999,-27357.5
6000,-24574.0
6001,-23662.5
6002,-22856.0
6003,-22561.5
6004,-22643.0
6005,-23926.0
6006,-28112.0
6007,-34139.0
6008,-36573.0
6009,-37563.5
6010,-37663.5
6011,-37724.5
6012,-37698.0
6013,-37135.0
6014,-36594.5
6015,-36385.0
6016,-37277.0
6017,-37524.5
6018,-36584.0
6019,-36318.5
6020,-37079.5
6021,-34579.5
6022,-31296.5
6023,-27788.5
6024,-24872.5
6025,-23657.0
6026,-22622.0
6027,-22120.0
6028,-21897.5
6029,-22430.5
6030,-23810.5
6031,-26895.5
6032,-30570.0
6033,-32784.5
6034,-33459.0
6035,-33424.0
6036,-32980.5
6037,-31999.5
6038,-31223.0
6039,-30843.0
6040,-31439.0
6041,-32444.0
6042,-32402.0
6043,-32736.0
6044,-33636.0
6045,-31870.0
6046,-29365.0
6047,-26372.5
6048,-23890.5
6049,-22686.5
6050,-21556.0
6051,-20930.5
6052,-20600.5
6053,-20884.0
6054,-21339.5
6055,-23343.0
6056,-26724.0
6057,-29613.5
6058,-31130.0
6059,-31733.5
6060,-31824.0
6061,-31160.5
6062,-30479.5
6063,-30416.0
6064,-31226.5
6065,-32183.0
6066,-32327.5
6067,-33111.5
6068,-34115.5
6069,-31932.5
6070,-28873.5
6071,-25247.0
6072,-22732.5
6073,-22018.5
6074,-21433.0
6075,-21197.0
6076,-21495.0
6077,-22971.0
6078,-27727.5
6079,-33963.5
6080,-36682.0
6081,-37975.5
6082,-38326.5
6083,-38711.0
6084,-38729.0
6085,-38368.0
6086,-38048.0
6087,-37995.5
6088,-39484.0
6089,-39597.0
6090,-38582.5
6091,-39042.0
6092,-38516.0
6093,-35357.5
6094,-31442.0
6095,-27156.5
6096,-24394.0
6097,-23617.0
6098,-22935.5
6099,-22473.5
6100,-22685.5
6101,-24203.0
6102,-28659.5
6103,-34444.0
6104,-36663.0
6105,-37342.0
6106,-37209.0
6107,-37309.0
6108,-37169.0
6109,-36726.0
6110,-36341.5
6111,-36184.5
6112,-37832.5
6113,-38442.0
6114,-37904.5
6115,-38452.0
6116,-38790.0
6117,-35651.5
6118,-31401.5
6119,-27008.0
6120,-24170.0
6121,-23439.5
6122,-22883.5
6123,-22537.5
6124,-22685.5
6125,-24329.5
6126,-28920.0
6127,-35126.5
6128,-37472.5
6129,-38386.5
6130,-38275.5
6131,-38541.5
6132,-38579.0
6133,-38150.0
6134,-37764.0
6135,-37855.5
6136,-39344.5
6137,-39810.0
6138,-39049.0
6139,-39506.0
6140,-39435.5
6141,-36165.0
6142,-31911.0
6143,-27597.5
6144,-24758.0
6145,-24103.0
6146,-23613.0
6147,-23419.5
6148,-23519.0
6149,-24891.5
6150,-29536.0
6151,-35537.5
6152,-37806.5
6153,-38522.5
6154,-38363.0
6155,-38366.0
6156,-38223.5
6157,-37763.5
6158,-37477.0
6159,-37448.5
6160,-38706.5
6161,-38938.0
6162,-38245.5
6163,-38664.5
6164,-38656.5
6165,-35220.0
6166,-30926.0
6167,-26595.0
6168,-23596.5
6169,-22818.5
6170,-22263.5
6171,-21944.0
6172,-22003.5
6173,-23251.5
6174,-27828.0
6175,-34016.0
6176,-36449.0
6177,-37347.0
6178,-37514.5
6179,-37668.5
6180,-37581.0
6181,-36759.5
6182,-35994.5
6183,-35435.5
6184,-36414.0
6185,-36768.0
6186,-36374.5
6187,-37039.5
6188,-37023.5
6189,-34338.0
6190,-30769.5
6191,-27059.0
6192,-24376.5
6193,-23281.5
6194,-22414.5
6195,-21790.5
6196,-21601.5
6197,-21998.0
6198,-23752.0
6199,-26936.5
6200,-30729.5
6201,-32675.0
6202,-33219.0
6203,-33070.0
6204,-32544.0
6205,-31632.0
6206,-30645.0
6207,-30264.5
6208,-31131.5
6209,-32667.0
6210,-33067.0
6211,-34330.0
6212,-34098.5
6213,-31842.5
6214,-29241.0
6215,-25922.0
6216,-23561.0
6217,-22576.5
6218,-21652.5
6219,-20917.0
6220,-20557.5
6221,-20728.0
6222,-21649.5
6223,-23309.0
6224,-26634.0
6225,-29610.5
6226,-31412.5
6227,-32309.0
6228,-32868.5
6229,-32162.0
6230,-31460.0
6231,-31308.5
6232,-32005.0
6233,-33225.5
6234,-33569.0
6235,-34948.0
6236,-34711.0
6237,-32117.5
6238,-29396.0
6239,-25405.0
6240,-22989.0
6241,-22412.0
6242,-21952.5
6243,-21680.0
6244,-21749.0
6245,-23158.0
6246,-28310.0
6247,-34380.5
6248,-36923.5
6249,-37830.5
6250,-37813.5
6251,-38043.5
6252,-37932.5
6253,-37448.5
6254,-37147.5
6255,-37151.0
6256,-38592.0
6257,-39169.5
6258,-38894.5
6259,-39809.0
6260,-38912.0
6261,-35530.5
6262,-31279.0
6263,-26764.5
6264,-24226.0
6265,-23509.5
6266,-23085.5
6267,-22774.0
6268,-22768.5
6269,-24075.0
6270,-29167.5
6271,-35104.5
6272,-37254.0
6273,-37785.5
6274,-37830.5
6275,-37934.0
6276,-37900.0
6277,-37337.5
6278,-36929.0
6279,-36915.5
6280,-38237.5
6281,-38824.0
6282,-38561.5
6283,-40169.0
6284,-39643.5
6285,-36169.0
6286,-31658.0
6287,-27303.0
6288,-24430.0
6289,-23885.0
6290,-23351.5
6291,-22969.5
6292,-23043.0
6293,-24674.5
6294,-29939.0
6295,-36023.5
6296,-38110.5
6297,-38627.5
6298,-38529.5
6299,-38630.5
6300,-38669.0
6301,-37988.5
6302,-37493.5
6303,-37340.5
6304,-38783.0
6305,-39412.0
6306,-39210.5
6307,-40821.5
6308,-39975.0
6309,-36652.0
6310,-32358.5
6311,-27811.0
6312,-25123.5
6313,-24598.0
6314,-24159.5
6315,-23765.5
6316,-23784.5
6317,-25010.0
6318,-30106.0
6319,-36432.0
6320,-38544.5
6321,-39488.0
6322,-39463.5
6323,-39481.0
6324,-39505.0
6325,-38893.0
6326,-38435.5
6327,-38297.0
6328,-39763.0
